Date,Theater,Movie,Tickets_Sold,Avg_Ticket_Price,Concession_Sales,Showtime
2023-06-21,Suburban,The Detective,38,8.24,440.93,Matinee
2023-06-21,Suburban,The Detective,59,10.30,713.15,Evening
2023-06-21,Suburban,The Detective,39,9.72,454.26,Night
2023-06-21,Suburban,Laugh Out Loud,127,8.02,1387.17,Matinee
2023-06-21,Suburban,Laugh Out Loud,169,11.01,2197.12,Evening
2023-06-21,Suburban,Laugh Out Loud,155,9.12,1767.45,Night
2023-06-22,Downtown,Laugh Out Loud,35,11.32,605.56,Matinee
2023-06-22,Downtown,Laugh Out Loud,112,14.37,1943.24,Evening
2023-06-22,Downtown,Laugh Out Loud,77,13.25,1265.64,Night
2023-06-22,Downtown,Epic Quest,33,11.17,534.20,Matinee
2023-06-22,Downtown,Epic Quest,155,14.09,2733.16,Evening
2023-06-22,Downtown,Epic Quest,42,13.44,634.38,Night
2023-06-22,Downtown,The Detective,21,11.06,302.48,Matinee
2023-06-22,Downtown,The Detective,43,13.78,712.70,Evening
2023-06-22,Downtown,The Detective,31,13.65,440.36,Night
2023-06-22,Mall Plaza,The Detective,34,9.15,621.84,Matinee
2023-06-22,Mall Plaza,The Detective,71,12.25,1429.33,Evening
2023-06-22,Mall Plaza,The Detective,71,10.55,1234.04,Night
2023-06-22,Mall Plaza,Epic Quest,50,9.25,926.25,Matinee
2023-06-22,Mall Plaza,Epic Quest,174,12.53,3176.46,Evening
2023-06-22,Mall Plaza,Epic Quest,47,10.80,890.03,Night
2023-06-22,Mall Plaza,Love in Paris,41,10.02,754.75,Matinee
2023-06-22,Mall Plaza,Love in Paris,80,11.70,1477.43,Evening
2023-06-22,Mall Plaza,Love in Paris,53,11.11,913.61,Night
2023-06-22,Suburban,Laugh Out Loud,116,8.52,1520.02,Matinee
2023-06-22,Suburban,Laugh Out Loud,137,10.15,1772.55,Evening
2023-06-22,Suburban,Laugh Out Loud,148,8.98,1649.07,Night
2023-06-22,Suburban,Epic Quest,88,8.23,1010.86,Matinee
2023-06-22,Suburban,Epic Quest,157,10.06,1869.56,Evening
2023-06-22,Suburban,Epic Quest,74,9.30,876.94,Night
2023-06-23,Downtown,Love in Paris,16,11.73,205.30,Matinee
2023-06-23,Downtown,Love in Paris,72,14.03,936.35,Evening
2023-06-23,Downtown,Love in Paris,23,13.00,292.97,Night
2023-06-23,Downtown,The Detective,61,11.79,926.62,Matinee
2023-06-23,Downtown,The Detective,53,13.92,779.76,Evening
2023-06-23,Downtown,The Detective,24,12.78,376.67,Night
2023-06-23,Mall Plaza,Epic Quest,90,9.91,1947.80,Matinee
2023-06-23,Mall Plaza,Epic Quest,221,11.77,4912.11,Evening
2023-06-23,Mall Plaza,Epic Quest,131,11.09,2408.92,Night
2023-06-23,Mall Plaza,Laugh Out Loud,95,9.30,2050.71,Matinee
2023-06-23,Mall Plaza,Laugh Out Loud,209,12.03,4528.79,Evening
2023-06-23,Mall Plaza,Laugh Out Loud,55,10.55,1018.26,Night
2023-06-23,Suburban,Epic Quest,96,7.99,1237.65,Matinee
2023-06-23,Suburban,Epic Quest,136,10.11,1574.38,Evening
2023-06-23,Suburban,Epic Quest,65,9.00,863.69,Night
2023-06-23,Suburban,Laugh Out Loud,149,8.24,1737.28,Matinee
2023-06-23,Suburban,Laugh Out Loud,218,10.47,2511.24,Evening
2023-06-23,Suburban,Laugh Out Loud,69,9.76,873.67,Night
2023-06-23,Suburban,Love in Paris,54,8.51,524.31,Matinee
2023-06-23,Suburban,Love in Paris,97,10.42,1108.05,Evening
2023-06-23,Suburban,Love in Paris,80,9.71,849.68,Night
2023-06-24,Downtown,Love in Paris,46,11.43,603.86,Matinee
2023-06-24,Downtown,Love in Paris,72,14.37,984.92,Evening
2023-06-24,Downtown,Love in Paris,38,13.54,569.89,Night
2023-06-24,Downtown,The Detective,21,11.29,313.29,Matinee
2023-06-24,Downtown,The Detective,68,14.31,1080.07,Evening
2023-06-24,Downtown,The Detective,66,12.61,917.32,Night
2023-06-24,Mall Plaza,Love in Paris,28,9.39,520.73,Matinee
2023-06-24,Mall Plaza,Love in Paris,84,12.46,1440.99,Evening
2023-06-24,Mall Plaza,Love in Paris,76,10.89,1440.46,Night
2023-06-24,Mall Plaza,The Detective,30,9.77,630.43,Matinee
2023-06-24,Mall Plaza,The Detective,58,11.66,1096.53,Evening
2023-06-24,Mall Plaza,The Detective,58,10.73,1024.00,Night
2023-06-24,Suburban,Love in Paris,36,8.30,404.04,Matinee
2023-06-24,Suburban,Love in Paris,133,11.01,1407.20,Evening
2023-06-24,Suburban,Love in Paris,43,9.22,480.14,Night
2023-06-24,Suburban,Laugh Out Loud,107,8.67,1265.62,Matinee
2023-06-24,Suburban,Laugh Out Loud,211,10.10,2454.85,Evening
2023-06-24,Suburban,Laugh Out Loud,52,9.25,632.77,Night
2023-06-24,Suburban,Epic Quest,106,8.64,1215.19,Matinee
2023-06-24,Suburban,Epic Quest,267,10.81,3468.15,Evening
2023-06-24,Suburban,Epic Quest,77,9.79,850.34,Night
2023-06-25,Downtown,Love in Paris,24,11.75,316.65,Matinee
2023-06-25,Downtown,Love in Paris,53,14.68,779.82,Evening
2023-06-25,Downtown,Love in Paris,47,13.57,599.67,Night
2023-06-25,Downtown,Epic Quest,38,11.08,558.14,Matinee
2023-06-25,Downtown,Epic Quest,120,13.91,1764.82,Evening
2023-06-25,Downtown,Epic Quest,112,13.47,1902.84,Night
2023-06-25,Mall Plaza,Laugh Out Loud,107,9.55,2053.23,Matinee
2023-06-25,Mall Plaza,Laugh Out Loud,103,12.52,2044.22,Evening
2023-06-25,Mall Plaza,Laugh Out Loud,133,11.20,2769.11,Night
2023-06-25,Mall Plaza,The Detective,42,9.25,747.42,Matinee
2023-06-25,Mall Plaza,The Detective,104,12.26,2159.47,Evening
2023-06-25,Mall Plaza,The Detective,50,10.49,872.95,Night
2023-06-25,Mall Plaza,Epic Quest,75,9.47,1405.68,Matinee
2023-06-25,Mall Plaza,Epic Quest,91,12.15,1936.12,Evening
2023-06-25,Mall Plaza,Epic Quest,153,11.00,3069.31,Night
2023-06-25,Suburban,Laugh Out Loud,115,8.62,1316.10,Matinee
2023-06-25,Suburban,Laugh Out Loud,187,10.12,2365.40,Evening
2023-06-25,Suburban,Laugh Out Loud,130,9.85,1398.28,Night
2023-06-25,Suburban,Love in Paris,59,8.79,622.10,Matinee
2023-06-25,Suburban,Love in Paris,50,10.59,484.42,Evening
2023-06-25,Suburban,Love in Paris,31,9.60,317.49,Night
2023-06-26,Downtown,Laugh Out Loud,66,12.01,1092.61,Matinee
2023-06-26,Downtown,Laugh Out Loud,78,13.95,1231.87,Evening
2023-06-26,Downtown,Laugh Out Loud,35,12.58,593.16,Night
2023-06-26,Downtown,The Detective,23,11.99,318.76,Matinee
2023-06-26,Downtown,The Detective,44,14.61,622.55,Evening
2023-06-26,Downtown,The Detective,16,12.78,256.94,Night
2023-06-26,Downtown,Epic Quest,29,11.60,476.07,Matinee
2023-06-26,Downtown,Epic Quest,86,13.78,1461.85,Evening
2023-06-26,Downtown,Epic Quest,76,12.75,1185.44,Night
2023-06-26,Mall Plaza,The Detective,34,9.57,671.73,Matinee
2023-06-26,Mall Plaza,The Detective,56,12.58,1172.47,Evening
2023-06-26,Mall Plaza,The Detective,43,11.34,745.03,Night
2023-06-26,Mall Plaza,Laugh Out Loud,63,9.82,1238.35,Matinee
2023-06-26,Mall Plaza,Laugh Out Loud,66,11.51,1295.81,Evening
2023-06-26,Mall Plaza,Laugh Out Loud,71,11.13,1372.53,Night
2023-06-26,Mall Plaza,Epic Quest,45,9.19,889.94,Matinee
2023-06-26,Mall Plaza,Epic Quest,85,11.91,1559.81,Evening
2023-06-26,Mall Plaza,Epic Quest,51,11.09,1120.89,Night
2023-06-26,Suburban,Epic Quest,82,8.32,1004.11,Matinee
2023-06-26,Suburban,Epic Quest,98,10.74,1165.89,Evening
2023-06-26,Suburban,Epic Quest,98,9.36,1182.77,Night
2023-06-26,Suburban,The Detective,31,8.44,382.81,Matinee
2023-06-26,Suburban,The Detective,62,10.19,645.98,Evening
2023-06-26,Suburban,The Detective,38,9.65,423.66,Night
2023-06-27,Downtown,Epic Quest,29,12.12,434.24,Matinee
2023-06-27,Downtown,Epic Quest,59,14.64,1029.26,Evening
2023-06-27,Downtown,Epic Quest,27,13.06,476.69,Night
2023-06-27,Downtown,Laugh Out Loud,36,11.19,617.63,Matinee
2023-06-27,Downtown,Laugh Out Loud,61,14.04,981.83,Evening
2023-06-27,Downtown,Laugh Out Loud,59,13.45,971.03,Night
2023-06-27,Mall Plaza,The Detective,24,9.55,437.39,Matinee
2023-06-27,Mall Plaza,The Detective,50,11.97,936.76,Evening
2023-06-27,Mall Plaza,The Detective,59,10.40,1040.79,Night
2023-06-27,Mall Plaza,Laugh Out Loud,48,9.38,1041.52,Matinee
2023-06-27,Mall Plaza,Laugh Out Loud,43,11.50,825.45,Evening
2023-06-27,Mall Plaza,Laugh Out Loud,71,10.34,1277.01,Night
2023-06-27,Mall Plaza,Epic Quest,88,9.24,1873.91,Matinee
2023-06-27,Mall Plaza,Epic Quest,104,12.46,2315.87,Evening
2023-06-27,Mall Plaza,Epic Quest,98,11.04,1943.84,Night
2023-06-27,Suburban,The Detective,45,8.77,464.82,Matinee
2023-06-27,Suburban,The Detective,91,10.32,1086.67,Evening
2023-06-27,Suburban,The Detective,77,9.19,934.26,Night
2023-06-27,Suburban,Epic Quest,66,8.10,825.07,Matinee
2023-06-27,Suburban,Epic Quest,145,10.85,1925.50,Evening
2023-06-27,Suburban,Epic Quest,61,9.10,678.21,Night
2023-06-27,Suburban,Laugh Out Loud,55,8.03,646.98,Matinee
2023-06-27,Suburban,Laugh Out Loud,75,10.68,847.68,Evening
2023-06-27,Suburban,Laugh Out Loud,60,9.80,712.10,Night
2023-06-28,Downtown,Epic Quest,68,11.56,1063.52,Matinee
2023-06-28,Downtown,Epic Quest,70,13.91,1189.76,Evening
2023-06-28,Downtown,Epic Quest,27,12.83,463.97,Night
2023-06-28,Downtown,Laugh Out Loud,20,11.88,306.07,Matinee
2023-06-28,Downtown,Laugh Out Loud,45,14.17,686.36,Evening
2023-06-28,Downtown,Laugh Out Loud,53,13.45,799.21,Night
2023-06-28,Mall Plaza,The Detective,50,9.64,901.55,Matinee
2023-06-28,Mall Plaza,The Detective,72,11.56,1361.85,Evening
2023-06-28,Mall Plaza,The Detective,49,10.79,1007.13,Night
2023-06-28,Mall Plaza,Laugh Out Loud,55,9.38,1115.14,Matinee
2023-06-28,Mall Plaza,Laugh Out Loud,97,11.65,2035.02,Evening
2023-06-28,Mall Plaza,Laugh Out Loud,45,10.42,924.49,Night
2023-06-28,Suburban,Epic Quest,93,8.65,1097.57,Matinee
2023-06-28,Suburban,Epic Quest,68,10.82,748.66,Evening
2023-06-28,Suburban,Epic Quest,110,9.79,1284.49,Night
2023-06-28,Suburban,Laugh Out Loud,60,8.24,669.72,Matinee
2023-06-28,Suburban,Laugh Out Loud,110,10.51,1367.72,Evening
2023-06-28,Suburban,Laugh Out Loud,47,9.01,575.62,Night
2023-06-28,Suburban,The Detective,48,8.16,552.57,Matinee
2023-06-28,Suburban,The Detective,86,10.97,1007.67,Evening
2023-06-28,Suburban,The Detective,37,9.46,408.25,Night
2023-06-29,Downtown,Epic Quest,32,11.29,532.09,Matinee
2023-06-29,Downtown,Epic Quest,83,14.02,1314.26,Evening
2023-06-29,Downtown,Epic Quest,23,13.32,348.90,Night
2023-06-29,Downtown,The Detective,21,12.13,318.69,Matinee
2023-06-29,Downtown,The Detective,49,15.13,738.04,Evening
2023-06-29,Downtown,The Detective,29,12.82,479.68,Night
2023-06-29,Mall Plaza,Laugh Out Loud,56,9.41,1011.62,Matinee
2023-06-29,Mall Plaza,Laugh Out Loud,124,11.51,2408.53,Evening
2023-06-29,Mall Plaza,Laugh Out Loud,28,11.16,508.50,Night
2023-06-29,Mall Plaza,The Detective,30,9.40,611.58,Matinee
2023-06-29,Mall Plaza,The Detective,97,11.86,1976.18,Evening
2023-06-29,Mall Plaza,The Detective,42,10.70,725.52,Night
2023-06-29,Suburban,The Detective,48,8.40,501.82,Matinee
2023-06-29,Suburban,The Detective,90,10.28,1105.17,Evening
2023-06-29,Suburban,The Detective,29,9.18,348.45,Night
2023-06-29,Suburban,Epic Quest,62,8.52,754.69,Matinee
2023-06-29,Suburban,Epic Quest,148,10.49,1883.86,Evening
2023-06-29,Suburban,Epic Quest,64,9.92,834.07,Night
2023-06-30,Downtown,Epic Quest,71,12.03,1163.69,Matinee
2023-06-30,Downtown,Epic Quest,94,15.18,1440.96,Evening
2023-06-30,Downtown,Epic Quest,90,12.77,1455.31,Night
2023-06-30,Downtown,Laugh Out Loud,50,11.18,761.27,Matinee
2023-06-30,Downtown,Laugh Out Loud,67,14.94,1044.98,Evening
2023-06-30,Downtown,Laugh Out Loud,72,13.28,1158.74,Night
2023-06-30,Downtown,The Detective,39,11.08,560.75,Matinee
2023-06-30,Downtown,The Detective,85,14.55,1272.51,Evening
2023-06-30,Downtown,The Detective,38,12.68,611.50,Night
2023-06-30,Mall Plaza,Epic Quest,52,9.24,988.44,Matinee
2023-06-30,Mall Plaza,Epic Quest,99,11.48,2199.57,Evening
2023-06-30,Mall Plaza,Epic Quest,57,10.94,1190.73,Night
2023-06-30,Mall Plaza,Laugh Out Loud,55,9.28,991.94,Matinee
2023-06-30,Mall Plaza,Laugh Out Loud,116,11.90,2219.75,Evening
2023-06-30,Mall Plaza,Laugh Out Loud,111,10.59,2281.57,Night
2023-06-30,Suburban,The Detective,78,8.60,887.77,Matinee
2023-06-30,Suburban,The Detective,135,10.37,1415.93,Evening
2023-06-30,Suburban,The Detective,50,9.18,620.00,Night
2023-06-30,Suburban,Laugh Out Loud,61,8.53,792.70,Matinee
2023-06-30,Suburban,Laugh Out Loud,155,10.52,1806.69,Evening
2023-06-30,Suburban,Laugh Out Loud,134,9.82,1525.71,Night
